token_id	speaker	tu_id	unit	id	span	form	lemma	upos	xpos	feats	deprel	type	meta_label	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	TOI002	0	0	0	puoi	puoi	_	_	_	_	_	linguistic	_	none	_	Begin=1.702	_	_	_	_
0-1	TOI002	0	0	1	un	un	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-2	TOI002	0	0	2	anno	anno	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-3	TOI002	0	0	3	è	è	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-4	TOI002	0	0	4	troppo	troppo	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-5	TOI002	0	0	5	eh	eh	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-6	TOI002	0	0	6	non	non	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-7	TOI002	0	0	7	son	son	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-8	TOI002	0	0	8	stato	stato	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-9	TOI002	0	0	9	neanche	neanche	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-10	TOI002	0	0	10	un	un	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-11	TOI002	0	0	11	anno	anno	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-12	TOI002	0	0	12	forse	forse	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-13	TOI002	0	0	13	otto	otto	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-14	TOI002	0	0	14	mesi	mesi	_	_	_	_	_	linguistic	_	none	_	End=5.01	_	_	_	_
1-0	TOI002	1	1	0	°nove	nove	_	_	_	_	_	linguistic	_	none	Volume=low	Begin=5.83	_	_	_	_
1-1	TOI002	1	1	1	mesi°	mesi	_	_	_	_	_	linguistic	_	none	Volume=low	End=6.78	_	_	_	_
2-0	TOI003	2	2	0	tu?	tu	_	_	_	_	_	linguistic	_	none	Intonation=Rising	Begin=7.021|End=7.47	_	_	_	_
3-0	TOI003	3	3	0	x	x	_	_	_	_	_	unknown	_	none	Syllables=1	Begin=7.508	_	_	_	_
3-1	TOI003	3	3	1	una	una	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
3-2	TOI003	3	3	2	buona	buona	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
3-3	TOI003	3	3	3	esperienza	esperienza	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
3-4	TOI003	3	3	4	[x]	x	_	_	_	_	_	unknown	_	none	Syllables=1	End=9.436	_	_	_	0-1(0)
4-0	TOR003	4	4	0	((ride))	((ride))	_	_	_	_	_	nonverbalbehavior	_	none	_	Begin=7.508|End=8.769	_	_	_	_
5-0	TOI002	5	5	0	[no	no	_	_	_	_	_	linguistic	_	none	_	Begin=8.856	_	_	_	0-2(0)
5-1	TOI002	5	5	1	no]	no	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-2(0)
5-2	TOI002	5	5	2	è	è	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
5-3	TOI002	5	5	3	stato	stato	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
5-4	TOI002	5	5	4	bello	bello	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
5-5	TOI002	5	5	5	[andavo	andavo	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-6(1)
5-6	TOI002	5	5	6	(soltanto)	soltanto	_	_	_	_	_	linguistic	_	none	PauseAfter=Yes	_	_	_	0-8(0)	0-8(1)
5-7	TOI002	5	5	7	(.)	(.)	_	_	_	_	_	shortpause	_	none	_	_	_	_	_	_
5-8	TOI002	5	5	8	andavo]	andavo	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-6(1)
5-9	TOI002	5	5	9	sempre	sempre	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
5-10	TOI002	5	5	10	in	in	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
5-11	TOI002	5	5	11	trasferta	trasferta	_	_	_	_	_	linguistic	_	none	_	End=12.411	_	_	_	_
6-0	TOI003	6	6	0	[un	un	_	_	_	_	_	linguistic	_	none	_	Begin=9.963	_	_	_	0-2(1)
6-1	TOI003	6	6	1	bel	bel	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-3(1)
6-2	TOI003	6	6	2	tirocinio]	tirocinio	_	_	_	_	_	linguistic	_	none	_	End=11.27	_	_	_	0-9(1)
7-0	TOR001	7	7	0	((ride))	((ride))	_	_	_	_	_	nonverbalbehavior	_	none	_	Begin=11.27|End=12.376	_	_	_	_
8-0	TOI002	8	8	0	minchia	minchia	_	_	_	_	_	linguistic	_	none	_	Begin=12.762	_	_	_	_
8-1	TOI002	8	8	1	è	è	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
8-2	TOI002	8	8	2	divertente	divertente	_	_	_	_	_	linguistic	_	none	_	End=14.094	_	_	_	_
9-0	TOR003	9	9	0	era	era	_	_	_	_	_	linguistic	_	none	_	Begin=14.993	_	_	_	_
9-1	TOR003	9	9	1	lì	lì	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
9-2	TOR003	9	9	2	che	che	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
9-3	TOR003	9	9	3	andavi	andavi	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
9-4	TOR003	9	9	4	ber[gamo:	bergamo	_	_	_	_	_	linguistic	_	none	_	_	6x1	_	_	3-7(2)
9-5	TOR003	9	9	5	(era	era	_	_	_	_	_	linguistic	_	none	_	_	_	_	0-3(0)	0-3(2)
9-6	TOR003	9	9	6	lì	lì	_	_	_	_	_	linguistic	_	none	_	_	_	_	0-2(0)	0-2(2)
9-7	TOR003	9	9	7	che)]	che	_	_	_	_	_	linguistic	_	none	_	End=17.468	_	_	0-3(0)	0-3(2)
10-0	TOI002	10	10	0	[eh,	eh	_	_	_	_	_	linguistic	_	none	Intonation=WeaklyRising	Begin=16.142	_	_	_	0-2(2)
10-1	TOI002	10	10	1	è	è	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-1(2)
10-2	TOI002	10	10	2	lì	lì	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-2(2)
10-3	TOI002	10	10	3	che	che	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-3(2)
10-4	TOI002	10	10	4	andavo	andavo	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-6(2)
10-5	TOI002	10	10	5	a	a	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-1(2)
10-6	TOI002	10	10	6	ber]gamo,	bergamo	_	_	_	_	_	linguistic	_	none	Intonation=WeaklyRising	_	_	_	_	0-3(2)
10-7	TOI002	10	10	7	a:::	a	_	_	_	_	_	linguistic	_	none	_	_	0x3	_	_	_
10-8	TOI002	10	10	8	bolzano,	bolzano	_	_	_	_	_	linguistic	_	none	Intonation=WeaklyRising	End=19.82	_	_	_	_
11-0	TOI002	11	11	0	minchia	minchia	_	_	_	_	_	linguistic	_	none	_	Begin=19.82	_	_	_	_
11-1	TOI002	11	11	1	ho	ho	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
11-2	TOI002	11	11	2	fatto	fatto	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
11-3	TOI002	11	11	3	ta~	ta~	_	_	_	_	_	linguistic	_	none	Interrupted=Yes	_	_	_	_	_
11-4	TOI002	11	11	4	parecchi	parecchi	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
11-5	TOI002	11	11	5	giri	giri	_	_	_	_	_	linguistic	_	none	_	End=21.337	_	_	_	_
12-0	TOR001	12	12	0	sì?	sì	_	_	_	_	_	linguistic	_	none	Intonation=Rising	Begin=21.337|End=21.86	_	_	_	_
13-0	TOI002	13	13	0	quell'	quell'	_	_	_	_	_	linguistic	_	none	SpaceAfter=No	Begin=21.86	_	_	_	_
13-1	TOI002	13	13	1	anno	anno	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
13-2	TOI002	13	13	2	sì	sì	_	_	_	_	_	linguistic	_	none	_	End=22.741	_	_	_	_
14-0	TOR001	14	14	0	piaciuta	piaciuta	_	_	_	_	_	linguistic	_	none	_	Begin=24.001	_	_	_	_
14-1	TOR001	14	14	1	bergamo?	bergamo	_	_	_	_	_	linguistic	_	none	Intonation=Rising	End=25.085	_	_	_	_
15-0	TOI002	15	15	0	fa	fa	_	_	_	_	_	linguistic	_	none	_	Begin=25.18	_	_	_	_
15-1	TOI002	15	15	1	cagare	cagare	_	_	_	_	_	linguistic	_	none	_	End=25.791	_	_	_	_
16-0	TOI002	16	16	0	no	no	_	_	_	_	_	linguistic	_	none	_	Begin=25.791	_	_	_	_
16-1	TOI002	16	16	1	bergamo	bergamo	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
16-2	TOI002	16	16	2	scus[a:::]	scusa	_	_	_	_	_	linguistic	_	none	_	End=28.248	4x3	_	_	4-5(3)
17-0	TOR001	17	17	0	((ride))	((ride))	_	_	_	_	_	nonverbalbehavior	_	none	_	Begin=25.835|End=26.282	_	_	_	_
18-0	TOI003	18	18	0	((ride))	((ride))	_	_	_	_	_	nonverbalbehavior	_	none	_	Begin=25.835|End=26.282	_	_	_	_
19-0	TOR002	19	19	0	((ride))	((ride))	_	_	_	_	_	nonverbalbehavior	_	none	_	Begin=25.835|End=26.282	_	_	_	_
20-0	TOR003	20	20	0	((ride))	((ride))	_	_	_	_	_	nonverbalbehavior	_	none	_	Begin=25.835|End=26.282	_	_	_	_
21-0	TOR001	21	21	0	[no	no	_	_	_	_	_	linguistic	_	none	_	Begin=27.079	_	_	_	0-2(3)
21-1	TOR001	21	21	1	no	no	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-2(3)
21-2	TOR001	21	21	2	ma	ma	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-2(3)
21-3	TOR001	21	21	3	proprio]	proprio	_	_	_	_	_	linguistic	_	none	_	End=28.254	_	_	_	0-7(3)
22-0	TOI002	22	22	0	>no	no	_	_	_	_	_	linguistic	_	none	_	Begin=28.254	_	Fast=0-2(0)	_	_
22-1	TOI002	22	22	1	però	però	_	_	_	_	_	linguistic	_	none	_	_	_	Fast=0-4(0)	_	_
22-2	TOI002	22	22	2	non	non	_	_	_	_	_	linguistic	_	none	_	_	_	Fast=0-3(0)	_	_
22-3	TOI002	22	22	3	eras	eras	_	_	_	_	_	linguistic	_	none	_	_	_	Fast=0-4(0)	_	_
22-4	TOI002	22	22	4	bergamo	bergamo	_	_	_	_	_	linguistic	_	none	_	_	_	Fast=0-7(0)	_	_
22-5	TOI002	22	22	5	era	era	_	_	_	_	_	linguistic	_	none	_	_	_	Fast=0-3(0)	_	_
22-6	TOI002	22	22	6	brescia<	brescia	_	_	_	_	_	linguistic	_	none	_	End=29.966	_	Fast=0-7(0)	_	_
23-0	TOR001	23	23	0	ah	ah	_	_	_	_	_	linguistic	_	none	_	Begin=29.982	_	_	_	_
23-1	TOR001	23	23	1	[okay	okay	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-4(4)
23-2	TOR001	23	23	2	perché	perché	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-6(4)
23-3	TOR001	23	23	3	è	è	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-1(4)
23-4	TOR001	23	23	4	peggio]	peggio	_	_	_	_	_	linguistic	_	none	PauseAfter=Yes	_	_	_	_	0-6(4)
23-5	TOR001	23	23	5	(.)	(.)	_	_	_	_	_	shortpause	_	none	_	_	_	_	_	_
23-6	TOR001	23	23	6	è	è	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
23-7	TOR001	23	23	7	ancora	ancora	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
23-8	TOR001	23	23	8	peggio	peggio	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
23-9	TOR001	23	23	9	eh	eh	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
23-10	TOR001	23	23	10	[in	in	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-2(5)
23-11	TOR001	23	23	11	effetti	effetti	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-7(5)
23-12	TOR001	23	23	12	hai	hai	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-3(5)
23-13	TOR001	23	23	13	ragio~]	ragio~	_	_	_	_	_	linguistic	_	none	Interrupted=Yes	_	_	_	_	0-6(5)
23-14	TOR001	23	23	14	((ride))	((ride))	_	_	_	_	_	nonverbalbehavior	_	none	_	End=33.474	_	_	_	_
24-0	TOI002	24	24	0	[bre~	bre~	_	_	_	_	_	linguistic	_	none	Interrupted=Yes	Begin=30.3	_	_	_	0-4(4)
24-1	TOI002	24	24	1	era	era	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-3(4)
24-2	TOI002	24	24	2	ancora	ancora	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-6(4)
24-3	TOI002	24	24	3	peggio]	peggio	_	_	_	_	_	linguistic	_	none	_	End=31.601	_	_	_	0-6(4)
25-0	TOI002	25	25	0	[xxx]	xxx	_	_	_	_	_	unknown	_	none	Syllables=3	Begin=32.171|End=33.446	_	_	_	0-3(5)
26-0	TOR001	26	26	0	((ride))	((ride))	_	_	_	_	_	nonverbalbehavior	_	none	_	Begin=33.492|End=34.515	_	_	_	_
27-0	TOI002	27	27	0	>ma	ma	_	_	_	_	_	linguistic	_	none	_	Begin=34.31	_	Fast=0-2(0)	_	_
27-1	TOI002	27	27	1	forse	forse	_	_	_	_	_	linguistic	_	none	_	_	_	Fast=0-5(0)	_	_
27-2	TOI002	27	27	2	la	la	_	_	_	_	_	linguistic	_	none	_	_	_	Fast=0-2(0)	_	_
27-3	TOI002	27	27	3	più	più	_	_	_	_	_	linguistic	_	none	_	_	_	Fast=0-3(0)	_	_
27-4	TOI002	27	27	4	carina	carina	_	_	_	_	_	linguistic	_	none	_	_	_	Fast=0-6(0)	_	_
27-5	TOI002	27	27	5	che	che	_	_	_	_	_	linguistic	_	none	_	_	_	Fast=0-3(0)	_	_
27-6	TOI002	27	27	6	son	son	_	_	_	_	_	linguistic	_	none	_	_	_	Fast=0-3(0)	_	_
